1.030000000000000000e+02,5.328642741736615562e+01,1.226963336828286373e+02
1.040000000000000000e+02,5.098861365389190325e+01,1.321645858958197550e+02
1.050000000000000000e+02,5.419357144166995255e+01,1.304557183990381475e+02
1.060000000000000000e+02,5.702025428407269203e+01,1.234839965239418262e+02
1.070000000000000000e+02,6.443092950605264946e+01,1.514394408932532485e+02
1.080000000000000000e+02,5.587288906415919598e+01,1.363391902231801112e+02
1.090000000000000000e+02,5.628775195361382089e+01,1.097485741334239293e+02
1.100000000000000000e+02,5.462777042116916704e+01,1.318645431476942633e+02
1.110000000000000000e+02,4.540614392350479278e+01,1.233821353523161264e+02
1.120000000000000000e+02,5.486743062275391480e+01,1.385243333479622265e+02
1.130000000000000000e+02,5.530115104970513329e+01,1.220747926156729903e+02
1.140000000000000000e+02,6.731621056242643419e+01,1.288526355853310008e+02
1.150000000000000000e+02,5.403819517609439060e+01,1.350498727898045672e+02
1.160000000000000000e+02,5.650773671166805912e+01,1.386575519417012288e+02
1.170000000000000000e+02,5.482644115147378017e+01,1.179970359294422337e+02
1.180000000000000000e+02,4.915660981190234224e+01,1.266549876415905089e+02
1.190000000000000000e+02,6.071411407257510007e+01,1.252505468883904314e+02
1.200000000000000000e+02,5.875966516343387269e+01,1.234667076742628780e+02
1.210000000000000000e+02,5.895515973521523279e+01,1.476545424028109608e+02
1.220000000000000000e+02,5.045306272602630315e+01,1.340498171096095632e+02
1.230000000000000000e+02,6.201397155468049505e+01,1.173911604566495441e+02
1.240000000000000000e+02,4.799074468603859600e+01,1.391786194705477726e+02
1.250000000000000000e+02,5.793428546900135245e+01,1.512215619701263449e+02
1.260000000000000000e+02,6.595227812904988696e+01,1.403246526055114600e+02
1.270000000000000000e+02,5.004731837434655972e+01,1.148063003404598703e+02
1.280000000000000000e+02,5.216851135198614031e+01,1.251576592713374794e+02
